Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,xG,npxG,xAG,Sh,SoT,SoT%,G/Sh,G/SoT,G-xG,Cmp%,KP,PrgP,PrgC,Tkl,TklW,Int,Clr,Touches,Carries,Succ%,Recov,Goals_per_90,Assists_per_90,Goal_Contributions_per_90,xG_per_90,xAG_per_90,Shots_per_90,Shots_on_Target_per_90,Key_Passes_per_90,Progressive_Actions_per_90,Tackles_per_90,Interceptions_per_90,Recoveries_per_90,Clearances_per_90
Joelinton,br BRA,"MF,FW",Newcastle Utd,eng Premier League,27,29,29,2393,26.6,4,3,7,3.9,3.9,2.5,45,13,28.9,0.09,0.31,0.1,82.7,23,116,40,57,35,23,47,1360,729,32.6,149,0.15043877977434184,0.11282908483075636,0.2632678646050982,0.14667781027998328,0.09402423735896365,1.6924362724613458,0.4889260342666109,0.8650229837024656,5.867112411199332,2.143752611784371,0.8650229837024656,5.6038445465942335,1.7676556623485165
Jofre,es ESP,"MF,FW",Espanyol,es La Liga,23,37,26,2165,24.1,3,3,6,2.5,2.5,2.5,40,10,25.0,0.08,0.3,0.5,67.0,24,48,65,22,16,15,29,839,535,34.8,105,0.12471131639722864,0.12471131639722864,0.24942263279445728,0.10392609699769052,0.10392609699769052,1.6628175519630484,0.4157043879907621,0.9976905311778291,4.697459584295612,0.9145496535796768,0.6235565819861432,4.364896073903003,1.2055427251732103
Þórir Jóhann Helgason,is ISL,MF,Lecce,it Serie A,23,21,13,1156,12.8,0,4,4,1.2,1.2,1.1,16,5,31.3,0.0,0.0,-1.2,64.6,22,38,20,10,7,6,11,491,230,57.1,46,0.0,0.31141868512110726,0.31141868512110726,0.09342560553633217,0.0856401384083045,1.245674740484429,0.3892733564013841,1.71280276816609,4.515570934256055,0.7785467128027682,0.4671280276816609,3.5813148788927336,0.856401384083045
Carl Johansson,se SWE,DF,Holstein Kiel,de Bundesliga,30,10,7,568,6.3,0,0,0,0.0,0.0,0.4,1,1,100.0,0.0,0.0,0.0,87.9,6,12,0,4,2,10,54,396,155,,18,0.0,0.0,0.0,0.0,0.06338028169014084,0.15845070422535212,0.15845070422535212,0.9507042253521126,1.9014084507042253,0.6338028169014085,1.5845070422535212,2.852112676056338,8.556338028169014
Ben Johnson,eng ENG,"DF,FW",Ipswich Town,eng Premier League,24,23,14,1354,15.0,1,2,3,1.1,1.1,1.3,7,3,42.9,0.14,0.33,-0.1,71.6,12,27,16,38,22,13,54,626,259,33.3,57,0.06646971935007386,0.1329394387001477,0.19940915805022158,0.07311669128508125,0.08641063515509602,0.465288035450517,0.19940915805022158,0.7976366322008863,2.8581979320531756,2.5258493353028064,0.8641063515509602,3.78877400295421,3.5893648449039883
Brennan Johnson,wls WAL,FW,Tottenham,eng Premier League,23,33,24,2177,24.2,11,3,14,10.4,10.4,2.3,54,20,37.0,0.2,0.55,0.6,70.4,19,71,60,39,26,4,14,853,544,43.2,63,0.45475424896646766,0.12402388608176389,0.5787781350482315,0.4299494717501149,0.09508497932935232,2.2324299494717503,0.8268259072117592,0.7854846118511714,5.415709692237023,1.6123105190629308,0.16536518144235185,2.6045016077170415,0.5787781350482315
Paul Joly,fr FRA,DF,Auxerre,fr Ligue 1,24,26,10,1009,11.2,0,1,1,0.6,0.6,1.3,10,5,50.0,0.0,0.0,-0.6,68.7,16,51,28,49,32,25,32,800,394,22.2,56,0.0,0.08919722497522299,0.08919722497522299,0.05351833498513379,0.1159563924677899,0.8919722497522299,0.44598612487611494,1.4271555996035679,7.046580773042617,4.370664023785927,2.2299306243805748,4.995044598612488,2.8543111992071357
Curtis Jones,eng ENG,"MF,DF",Liverpool,eng Premier League,23,33,19,1712,19.0,3,3,6,4.3,4.3,1.1,34,13,38.2,0.09,0.23,-1.3,93.1,22,117,30,39,22,7,10,1288,789,54.5,97,0.15771028037383178,0.15771028037383178,0.31542056074766356,0.22605140186915887,0.05782710280373832,1.7873831775700932,0.6834112149532711,1.1565420560747663,7.727803738317757,2.050233644859813,0.36799065420560745,5.099299065420561,0.5257009345794392
Frenkie de Jong,nl NED,MF,Barcelona,es La Liga,27,26,9,1143,12.7,2,2,4,0.7,0.7,2.0,5,3,60.0,0.4,0.67,1.3,94.4,21,120,36,19,11,12,7,1226,815,62.5,57,0.15748031496062992,0.15748031496062992,0.31496062992125984,0.055118110236220465,0.15748031496062992,0.3937007874015748,0.23622047244094488,1.6535433070866141,12.283464566929133,1.496062992125984,0.9448818897637795,4.488188976377953,0.5511811023622047
Joan Jordán,es ESP,MF,Alavés,es La Liga,30,25,15,1414,15.7,5,2,7,4.8,1.6,2.3,13,4,30.8,0.15,0.5,0.2,74.9,31,104,7,32,18,9,21,1038,481,85.7,61,0.31824611032531824,0.1272984441301273,0.44554455445544555,0.3055162659123055,0.1463932107496464,0.8274398868458275,0.2545968882602546,1.9731258840169732,7.065063649222066,2.036775106082037,0.5728429985855729,3.8826025459688824,1.3366336633663365
Jorginho,it ITA,MF,Arsenal,eng Premier League,32,15,9,704,7.8,0,0,0,0.1,0.1,0.4,2,0,0.0,0.0,,-0.1,86.7,3,48,12,12,4,7,2,522,302,25.0,55,0.0,0.0,0.0,0.012784090909090912,0.051136363636363646,0.2556818181818182,0.0,0.38352272727272724,7.670454545454545,1.534090909090909,0.8948863636363636,7.03125,0.2556818181818182
Jota,pt POR,"FW,MF",Rennes,fr Ligue 1,25,9,3,334,3.7,1,0,1,1.3,1.3,0.3,4,2,50.0,0.25,0.5,-0.3,72.0,5,16,13,5,2,3,2,172,114,30.8,11,0.2694610778443114,0.0,0.2694610778443114,0.3502994011976048,0.08083832335329341,1.0778443113772456,0.5389221556886228,1.347305389221557,7.81437125748503,1.347305389221557,0.8083832335329341,2.9640718562874255,0.5389221556886228
Diogo Jota,pt POR,FW,Liverpool,eng Premier League,27,26,14,1196,13.3,6,3,9,7.9,7.9,1.8,51,13,25.5,0.12,0.46,-1.9,69.7,11,34,37,14,8,8,6,485,263,33.3,41,0.45150501672240806,0.22575250836120403,0.677257525083612,0.5944816053511707,0.1354515050167224,3.8377926421404682,0.9782608695652174,0.8277591973244148,5.342809364548495,1.0535117056856187,0.6020066889632107,3.0852842809364547,0.45150501672240806
Antoine Joujou,fr FRA,"MF,FW",Le Havre,fr Ligue 1,21,26,9,943,10.5,0,2,2,0.6,0.6,3.0,11,2,18.2,0.0,0.0,-0.6,64.8,15,18,44,16,11,9,19,417,249,49.2,59,0.0,0.19088016967126195,0.19088016967126195,0.05726405090137858,0.2863202545068929,1.0498409331919407,0.19088016967126195,1.4316012725344642,5.91728525980912,1.5270413573700956,0.8589607635206787,5.630965005302227,1.8133616118769884
Luka Jović,rs SRB,"FW,MF",Milan,it Serie A,26,15,6,557,6.2,2,0,2,2.4,2.4,1.4,11,4,36.4,0.18,0.5,-0.4,81.6,12,26,8,0,0,1,3,171,99,57.1,9,0.32315978456014366,0.0,0.32315978456014366,0.3877917414721723,0.22621184919210055,1.7773788150807899,0.6463195691202873,1.9389587073608618,5.493716337522441,0.0,0.16157989228007183,1.4542190305206462,0.48473967684021546
Juanmi,es ESP,"FW,MF",Getafe,es La Liga,31,13,8,696,7.7,0,0,0,2.9,2.9,0.3,13,6,46.2,0.0,0.0,-2.9,76.6,4,8,6,14,11,2,3,220,125,40.0,23,0.0,0.0,0.0,0.375,0.03879310344827586,1.6810344827586208,0.7758620689655172,0.5172413793103449,1.8103448275862069,1.8103448275862069,0.25862068965517243,2.974137931034483,0.3879310344827586
Juanmi,es ESP,"FW,MF",Betis,es La Liga,31,11,2,244,2.7,0,0,0,0.7,0.7,0.4,6,1,16.7,0.0,0.0,-0.7,82.9,4,4,4,7,4,1,4,109,62,50.0,14,0.0,0.0,0.0,0.2581967213114754,0.14754098360655737,2.2131147540983607,0.36885245901639346,1.4754098360655739,2.9508196721311477,2.581967213114754,0.36885245901639346,5.163934426229508,1.4754098360655739
Juanpe,es ESP,DF,Girona,es La Liga,33,12,8,727,8.1,0,0,0,0.1,0.1,0.2,2,0,0.0,0.0,,-0.1,87.3,3,26,2,8,5,8,56,676,377,,22,0.0,0.0,0.0,0.012379642365887207,0.024759284731774415,0.24759284731774417,0.0,0.37138927097661617,3.4662998624484183,0.9903713892709767,0.9903713892709767,2.723521320495186,6.9325997248968365
Jubal,br BRA,DF,Auxerre,fr Ligue 1,30,30,30,2640,29.3,6,0,6,5.2,2.0,0.9,26,7,26.9,0.12,0.43,0.8,86.8,6,33,1,60,39,25,201,1458,698,75.0,90,0.20454545454545453,0.0,0.20454545454545453,0.17727272727272728,0.030681818181818185,0.8863636363636362,0.23863636363636365,0.20454545454545453,1.1590909090909092,2.0454545454545454,0.8522727272727273,3.068181818181818,6.8522727272727275
Anthony Jung,de GER,DF,Werder Bremen,de Bundesliga,32,28,20,1898,21.1,0,0,0,0.0,0.0,0.1,1,0,0.0,0.0,,0.0,89.6,2,121,20,34,22,25,77,1695,1044,77.8,81,0.0,0.0,0.0,0.0,0.004741833508956797,0.04741833508956796,0.0,0.09483667017913593,6.685985247629083,1.612223393045311,1.1854583772391991,3.840885142255005,3.651211801896733
Hamed Junior Traorè,ci CIV,MF,Auxerre,fr Ligue 1,24,26,26,2093,23.3,10,2,12,7.9,7.9,2.7,68,27,39.7,0.15,0.37,2.1,74.1,27,99,66,41,20,8,11,971,615,34.7,100,0.4300047778308648,0.08600095556617296,0.5160057333970378,0.3397037744863832,0.11610129001433349,2.924032489249881,1.161012900143335,1.161012900143335,7.095078834209269,1.7630195891065457,0.34400382226469184,4.300047778308648,0.47300525561395124
Vinicius Júnior,br BRA,FW,Real Madrid,es La Liga,24,30,24,2253,25.0,11,8,19,10.4,8.2,8.0,78,24,30.8,0.12,0.38,0.6,74.7,58,85,169,21,10,3,1,1264,952,42.9,71,0.4394141145139814,0.3195739014647137,0.7589880159786951,0.41544607190412786,0.3195739014647137,3.1158455392809583,0.9587217043941412,2.316910785619174,10.14647137150466,0.8388814913448736,0.11984021304926765,2.8362183754993344,0.03994673768308921
Josip Juranović,hr CRO,"DF,MF",Union Berlin,de Bundesliga,28,17,13,1159,12.9,0,1,1,0.3,0.3,1.8,6,2,33.3,0.0,0.0,-0.3,64.5,27,52,19,21,13,7,42,709,307,45.8,62,0.0,0.07765314926660916,0.07765314926660916,0.02329594477998274,0.13977566867989646,0.4659188955996548,0.1553062985332183,2.096635030198447,5.513373597929249,1.630716134598792,0.543572044866264,4.814495254529767,3.261432269197584
David Jurásek,cz CZE,DF,Hoffenheim,de Bundesliga,23,14,6,619,6.9,0,1,1,0.1,0.1,0.9,5,2,40.0,0.0,0.0,-0.1,69.9,7,22,17,6,3,6,17,499,238,25.0,40,0.0,0.14539579967689822,0.14539579967689822,0.014539579967689823,0.1308562197092084,0.7269789983844911,0.29079159935379645,1.0177705977382876,5.670436187399031,0.8723747980613893,0.8723747980613893,5.815831987075929,2.47172859450727
Stanko Jurić,hr CRO,MF,Valladolid,es La Liga,27,26,19,1729,19.2,0,0,0,0.8,0.8,0.5,8,2,25.0,0.0,0.0,-0.8,84.2,4,57,5,48,24,24,52,981,388,60.0,92,0.0,0.0,0.0,0.04164256795835743,0.026026604973973393,0.4164256795835743,0.10410641989589357,0.20821283979178715,3.2272990167727014,2.498554077501446,1.249277038750723,4.7888953152111045,2.706766917293233
James Justin,eng ENG,DF,Leicester City,eng Premier League,26,36,34,2912,32.4,2,2,4,1.5,1.5,0.8,25,6,24.0,0.08,0.33,0.5,78.2,14,91,39,58,37,46,141,1948,866,30.0,88,0.061813186813186816,0.061813186813186816,0.12362637362637363,0.04635989010989011,0.024725274725274724,0.7726648351648352,0.18543956043956045,0.4326923076923077,4.017857142857143,1.7925824175824174,1.4217032967032965,2.71978021978022,4.357829670329671
Mohamed Kaba,fr FRA,MF,Lecce,it Serie A,22,15,2,452,5.0,0,0,0,0.3,0.3,0.0,4,0,0.0,0.0,,-0.3,80.8,1,18,3,13,8,4,10,240,136,33.3,19,0.0,0.0,0.0,0.05973451327433628,0.0,0.7964601769911505,0.0,0.19911504424778761,4.18141592920354,2.588495575221239,0.7964601769911505,3.783185840707965,1.991150442477876
Yusuf Kabadayı,de GER,"FW,MF",Augsburg,de Bundesliga,20,5,0,71,0.8,1,0,1,0.6,0.6,0.0,4,1,25.0,0.25,1.0,0.4,64.0,1,3,2,1,0,0,0,42,29,33.3,6,1.267605633802817,0.0,1.267605633802817,0.76056338028169,0.0,5.070422535211268,1.267605633802817,1.267605633802817,6.338028169014085,1.267605633802817,0.0,7.605633802816901,0.0
Almugera Kabar,de GER,DF,Dortmund,de Bundesliga,18,5,1,137,1.5,0,0,0,0.0,0.0,0.5,0,0,,,,0.0,90.8,3,6,5,5,3,1,4,114,71,50.0,4,0.0,0.0,0.0,0.0,0.3284671532846715,0.0,0.0,1.9708029197080292,7.226277372262774,3.284671532846715,0.656934306569343,2.627737226277372,2.627737226277372
Christian Kabasele,be BEL,DF,Udinese,it Serie A,33,16,12,1161,12.9,2,0,2,1.5,1.5,0.4,15,4,26.7,0.13,0.5,0.5,85.3,6,44,9,17,9,14,75,715,393,100.0,33,0.15503875968992248,0.0,0.15503875968992248,0.11627906976744186,0.0310077519379845,1.1627906976744184,0.31007751937984496,0.46511627906976744,4.108527131782946,1.3178294573643412,1.0852713178294573,2.558139534883721,5.813953488372093
Issa Kaboré,bf BFA,"DF,FW",Werder Bremen,de Bundesliga,23,9,3,308,3.4,0,0,0,0.7,0.7,0.8,7,0,0.0,0.0,,-0.7,78.9,7,8,15,8,4,2,7,253,128,33.3,20,0.0,0.0,0.0,0.20454545454545453,0.23376623376623376,2.0454545454545454,0.0,2.0454545454545454,6.720779220779221,2.337662337662338,0.5844155844155845,5.844155844155844,2.0454545454545454
Yaya Kader Fofana,ml MLI,"MF,FW",Reims,fr Ligue 1,20,12,8,634,7.0,1,1,2,0.6,0.6,1.7,13,4,30.8,0.08,0.25,0.4,76.3,7,22,19,17,11,3,2,317,209,63.6,33,0.14195583596214512,0.14195583596214512,0.28391167192429023,0.08517350157728706,0.24132492113564669,1.8454258675078865,0.5678233438485805,0.9936908517350158,5.82018927444795,2.413249211356467,0.42586750788643535,4.684542586750789,0.28391167192429023
Pavel Kadeřábek,cz CZE,DF,Hoffenheim,de Bundesliga,32,24,18,1576,17.5,2,0,2,0.8,0.8,2.0,14,3,21.4,0.14,0.67,1.2,70.1,21,47,15,25,14,20,54,1016,456,62.5,25,0.11421319796954314,0.0,0.11421319796954314,0.045685279187817264,0.11421319796954314,0.799492385786802,0.17131979695431473,1.1992385786802031,3.5406091370558377,1.4276649746192893,1.1421319796954315,1.4276649746192893,3.083756345177665
Tino Kadewere,zw ZIM,"MF,FW",Nantes,fr Ligue 1,28,12,6,512,5.7,1,2,3,1.7,1.7,1.0,8,6,75.0,0.13,0.17,-0.7,75.1,8,19,5,14,8,6,8,242,133,26.7,34,0.17578125,0.3515625,0.52734375,0.298828125,0.17578125,1.40625,1.0546875,1.40625,4.21875,2.4609375,1.0546875,5.9765625,1.40625
Ferdi Kadioglu,tr TUR,"DF,MF",Brighton,eng Premier League,24,6,5,385,4.3,1,0,1,0.4,0.4,0.2,4,1,25.0,0.25,1.0,0.6,82.3,5,15,1,10,6,8,17,231,124,42.9,14,0.23376623376623376,0.0,0.23376623376623376,0.09350649350649351,0.046753246753246755,0.935064935064935,0.23376623376623376,1.168831168831169,3.74025974025974,2.337662337662338,1.87012987012987,3.2727272727272725,3.9740259740259742
Arnaud Kalimuendo,fr FRA,"FW,MF",Rennes,fr Ligue 1,22,33,31,2578,28.6,17,3,20,14.9,8.9,2.0,68,29,42.6,0.18,0.41,2.1,78.8,19,72,50,19,12,4,16,885,521,33.9,63,0.5934833204034136,0.1047323506594259,0.6982156710628394,0.5201706749418153,0.06982156710628394,2.3739332816136542,1.012412723041117,0.6633048875096974,4.259115593483321,0.6633048875096974,0.13964313421256788,2.199379363847944,0.5585725368502715
Pierre Kalulu,fr FRA,DF,Juventus,it Serie A,24,29,25,2337,26.0,1,0,1,0.7,0.7,0.5,7,3,42.9,0.14,0.33,0.3,93.1,11,117,48,41,25,17,68,2275,1559,36.4,95,0.038510911424903725,0.0,0.038510911424903725,0.026957637997432605,0.019255455712451863,0.26957637997432604,0.11553273427471115,0.42362002567394097,6.354300385109114,1.5789473684210527,0.6546854942233633,3.6585365853658534,2.6187419768934532
Justin-Noël Kalumba,fr FRA,"FW,MF",Angers,fr Ligue 1,19,2,0,31,0.3,0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,,0.0,81.8,0,0,1,0,0,1,1,18,13,50.0,2,0.0,0.0,0.0,0.0,0.0,2.903225806451613,0.0,0.0,2.903225806451613,0.0,2.903225806451613,5.806451612903226,2.903225806451613
Daichi Kamada,jp JPN,MF,Crystal Palace,eng Premier League,27,34,15,1564,17.4,0,0,0,1.1,1.1,1.9,20,4,20.0,0.0,0.0,-1.1,80.2,20,89,25,47,29,18,14,937,485,36.8,89,0.0,0.0,0.0,0.0632992327365729,0.10933503836317135,1.1508951406649617,0.23017902813299235,1.1508951406649617,6.560102301790282,2.70460358056266,1.0358056265984654,5.121483375959079,0.8056265984654731
Waren Kamanzi,no NOR,"DF,MF",Toulouse,fr Ligue 1,23,24,11,1022,11.4,1,1,2,1.3,1.3,1.0,7,2,28.6,0.14,0.5,-0.3,83.0,12,33,29,29,13,9,25,613,332,55.2,56,0.08806262230919765,0.08806262230919765,0.1761252446183953,0.11448140900195695,0.08806262230919765,0.6164383561643836,0.1761252446183953,1.0567514677103718,5.459882583170254,2.5538160469667317,0.7925636007827788,4.931506849315069,2.2015655577299413
Boubacar Kamara,fr FRA,MF,Aston Villa,eng Premier League,24,26,20,1726,19.2,1,0,1,0.8,0.8,0.9,10,3,30.0,0.1,0.33,0.2,88.6,11,85,19,50,21,19,51,1113,591,33.3,87,0.05214368482039397,0.0,0.05214368482039397,0.04171494785631518,0.04692931633835457,0.5214368482039398,0.1564310544611819,0.5735805330243336,5.422943221320973,2.607184241019699,0.9907300115874855,4.536500579374276,2.659327925840093
Glen Kamara,fi FIN,MF,Rennes,fr Ligue 1,28,13,8,662,7.4,0,1,1,0.2,0.2,0.2,1,0,0.0,0.0,,-0.2,90.3,5,34,5,23,11,7,7,476,268,50.0,42,0.0,0.13595166163141995,0.13595166163141995,0.027190332326283987,0.027190332326283987,0.13595166163141995,0.0,0.6797583081570997,5.302114803625378,3.1268882175226587,0.9516616314199396,5.709969788519637,0.9516616314199396
Hassane Kamara,ci CIV,DF,Udinese,it Serie A,30,30,25,2001,22.2,1,4,5,0.9,0.9,2.7,17,3,17.6,0.06,0.33,0.1,75.7,24,61,52,35,25,26,49,1241,618,39.1,92,0.04497751124437781,0.17991004497751123,0.22488755622188908,0.04047976011994003,0.1214392803598201,0.7646176911544228,0.13493253373313344,1.0794602698650675,5.082458770614693,1.5742128935532234,1.169415292353823,4.137931034482759,2.2038980509745127
Noham Kamara,fr FRA,DF,Paris S-G,fr Ligue 1,17,2,0,76,0.8,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,93.7,0,5,2,1,1,1,1,84,56,,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.289473684210526,1.1842105263157894,1.1842105263157894,4.7368421052631575,1.1842105263157894
Willy Kambwala,fr FRA,DF,Villarreal,es La Liga,19,19,12,1117,12.4,0,0,0,0.3,0.3,0.1,4,1,25.0,0.0,0.0,-0.3,87.7,1,16,2,17,12,10,56,706,367,100.0,30,0.0,0.0,0.0,0.02417188898836168,0.008057296329453895,0.3222918531781558,0.08057296329453895,0.08057296329453895,1.4503133393017011,1.369740376007162,0.8057296329453894,2.417188898836168,4.5120859444941805
Jakub Kamiński,pl POL,"DF,MF",Wolfsburg,de Bundesliga,22,22,12,1130,12.6,0,2,2,0.9,0.9,3.3,15,3,20.0,0.0,0.0,-0.9,70.4,24,40,41,17,8,13,23,603,301,36.4,52,0.0,0.1592920353982301,0.1592920353982301,0.07168141592920355,0.2628318584070796,1.1946902654867257,0.23893805309734512,1.911504424778761,6.451327433628319,1.3539823008849556,1.0353982300884956,4.1415929203539825,1.831858407079646
Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,33,26,18,1593,17.7,1,0,1,0.8,0.8,1.4,7,2,28.6,0.14,0.5,0.2,89.0,16,106,21,27,18,24,25,1316,793,68.4,100,0.056497175141242945,0.0,0.056497175141242945,0.04519774011299435,0.0790960451977401,0.39548022598870053,0.11299435028248589,0.9039548022598871,7.175141242937853,1.5254237288135593,1.3559322033898304,5.649717514124294,1.4124293785310735
Nordine Kandil,fr FRA,MF,Strasbourg,fr Ligue 1,22,1,0,10,0.1,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,50.0,0,0,1,0,0,0,1,8,5,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0
Harry Kane,eng ENG,FW,Bayern Munich,de Bundesliga,31,31,28,2381,26.5,26,9,35,20.3,13.3,5.3,105,45,42.9,0.16,0.38,5.7,78.9,35,97,29,13,11,2,16,917,513,43.4,61,0.9827803443931122,0.34019319613607724,1.3229735405291896,0.7673246535069298,0.2003359932801344,3.9689206215875683,1.7009659806803865,1.3229735405291896,4.762704745905082,0.4913901721965561,0.0755984880302394,2.305753884922302,0.6047879042419152
Lee Kang-in,kr KOR,"FW,MF",Paris S-G,fr Ligue 1,23,30,19,1663,18.5,6,6,12,3.5,3.5,5.6,41,14,34.1,0.15,0.43,2.5,87.5,56,143,50,25,17,3,3,1432,938,56.9,73,0.3247143716175587,0.3247143716175587,0.6494287432351173,0.18941671677690922,0.3030667468430547,2.2188815393866506,0.7576668671076369,3.0306674684305475,10.444978953698136,1.3529765484064944,0.16235718580877934,3.9506915213469633,0.16235718580877934
Yann Karamoh,fr FRA,"MF,FW",Torino,it Serie A,26,29,10,1046,11.6,0,1,1,1.2,1.2,0.9,25,6,24.0,0.0,0.0,-1.2,67.0,9,28,37,5,2,3,5,412,292,31.6,42,0.0,0.08604206500956023,0.08604206500956023,0.10325047801147227,0.07743785850860421,2.1510516252390057,0.5162523900573613,0.7743785850860421,5.592734225621415,0.43021032504780116,0.25812619502868067,3.6137667304015295,0.43021032504780116
Jesper Karlsson,se SWE,FW,Bologna,it Serie A,26,7,3,298,3.3,1,0,1,0.7,0.7,0.1,6,2,33.3,0.17,0.5,0.3,75.0,2,6,6,1,0,0,3,128,97,33.3,8,0.30201342281879195,0.0,0.30201342281879195,0.21140939597315433,0.0302013422818792,1.8120805369127515,0.6040268456375839,0.6040268456375839,3.624161073825503,0.30201342281879195,0.0,2.4161073825503356,0.9060402684563758
Jesper Karlsson,se SWE,FW,Lecce,it Serie A,26,13,6,495,5.5,1,0,1,1.5,0.7,0.6,9,4,44.4,0.0,0.0,-0.5,69.0,10,12,11,3,2,0,4,202,111,66.7,12,0.18181818181818182,0.0,0.18181818181818182,0.2727272727272727,0.10909090909090909,1.6363636363636362,0.7272727272727273,1.8181818181818183,4.181818181818182,0.5454545454545454,0.0,2.1818181818181817,0.7272727272727273
Jesper Karlström,se SWE,MF,Udinese,it Serie A,29,37,36,3186,35.4,0,3,3,0.7,0.7,1.1,13,2,15.4,0.0,0.0,-0.7,83.2,21,135,23,61,34,35,82,1882,1002,40.0,146,0.0,0.0847457627118644,0.0847457627118644,0.019774011299435026,0.031073446327683617,0.3672316384180791,0.056497175141242945,0.5932203389830508,4.463276836158192,1.7231638418079094,0.9887005649717514,4.124293785310734,2.3163841807909606
Lior Kasa,il ISR,"MF,FW",Genoa,it Serie A,18,8,2,230,2.6,0,0,0,1.1,1.1,0.1,5,2,40.0,0.0,0.0,-1.1,86.1,2,7,1,4,4,3,5,111,58,20.0,14,0.0,0.0,0.0,0.4304347826086957,0.0391304347826087,1.9565217391304348,0.782608695652174,0.782608695652174,3.130434782608696,1.565217391304348,1.1739130434782608,5.478260869565218,1.9565217391304348
Grigoris Kastanos,cy CYP,"MF,FW",Hellas Verona,it Serie A,26,27,8,872,9.7,1,1,2,1.0,1.0,1.7,22,5,22.7,0.05,0.2,0.0,69.3,12,34,12,23,16,7,8,438,239,0.0,48,0.10321100917431193,0.10321100917431193,0.20642201834862386,0.10321100917431193,0.17545871559633028,2.2706422018348627,0.5160550458715597,1.2385321100917432,4.747706422018349,2.3738532110091746,0.7224770642201835,4.954128440366973,0.8256880733944955
Mikkel Kaufmann,dk DEN,FW,Heidenheim,de Bundesliga,23,9,3,372,4.1,0,0,0,0.5,0.5,0.1,3,3,100.0,0.0,0.0,-0.5,49.5,3,10,4,6,4,2,7,139,77,28.6,13,0.0,0.0,0.0,0.12096774193548387,0.024193548387096774,0.7258064516129032,0.7258064516129032,0.7258064516129032,3.3870967741935485,1.4516129032258065,0.4838709677419355,3.1451612903225805,1.6935483870967742
Joachim Kayi Sanda,fr FRA,DF,Southampton,eng Premier League,17,2,0,14,0.2,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,100.0,0,1,0,0,0,2,0,19,14,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.428571428571428,0.0,12.857142857142856,0.0,0.0
Michael Kayode,it ITA,DF,Brentford,eng Premier League,20,12,6,528,5.9,0,1,1,0.2,0.2,1.2,2,0,0.0,0.0,,-0.2,76.3,8,12,12,17,11,7,19,313,144,50.0,34,0.0,0.17045454545454547,0.17045454545454547,0.03409090909090909,0.20454545454545453,0.34090909090909094,0.0,1.3636363636363638,4.090909090909091,2.8977272727272725,1.1931818181818181,5.795454545454545,3.2386363636363638
Michael Kayode,it ITA,"DF,FW",Fiorentina,it Serie A,20,5,1,127,1.4,0,0,0,0.1,0.1,0.2,1,0,0.0,0.0,,-0.1,63.2,1,8,3,1,1,2,7,88,42,50.0,6,0.0,0.0,0.0,0.07086614173228348,0.14173228346456695,0.7086614173228346,0.0,0.7086614173228346,7.795275590551181,0.7086614173228346,1.4173228346456692,4.251968503937007,4.960629921259843
Moise Kean,it ITA,FW,Fiorentina,it Serie A,24,31,30,2615,29.1,17,3,20,19.4,17.9,1.9,98,45,45.9,0.16,0.36,-0.4,69.9,19,26,42,7,5,5,26,700,454,43.6,52,0.5850860420650096,0.10325047801147227,0.6883365200764818,0.6676864244741874,0.06539196940726577,3.372848948374761,1.5487571701720841,0.6539196940726577,2.3403441682600383,0.2409177820267686,0.17208413001912046,1.7896749521988526,0.8948374760994263
Michael Keane,eng ENG,DF,Everton,eng Premier League,31,14,11,1049,11.7,3,0,3,0.6,0.6,0.1,10,4,40.0,0.3,0.75,2.4,82.8,2,14,1,12,9,16,65,513,229,0.0,26,0.25738798856053385,0.0,0.25738798856053385,0.05147759771210676,0.008579599618684462,0.8579599618684461,0.34318398474737843,0.17159199237368922,1.2869399428026693,1.0295519542421354,1.3727359389895137,2.23069590085796,5.5767397521449
Yassine Kechta,ma MAR,"MF,FW",Le Havre,fr Ligue 1,22,31,25,2096,23.3,2,0,2,2.5,2.5,1.2,29,9,31.0,0.07,0.22,-0.5,79.2,15,97,44,60,36,26,32,1014,533,37.1,113,0.08587786259541984,0.0,0.08587786259541984,0.10734732824427481,0.05152671755725191,1.245229007633588,0.38645038167938933,0.6440839694656488,6.054389312977099,2.5763358778625953,1.116412213740458,4.852099236641221,1.3740458015267174
Thilo Kehrer,de GER,DF,Monaco,fr Ligue 1,27,27,27,2383,26.5,4,0,4,1.5,1.5,0.3,12,8,66.7,0.33,0.5,2.5,89.9,5,139,16,37,23,36,113,2060,1193,33.3,132,0.15107007973143097,0.0,0.15107007973143097,0.05665127989928661,0.011330255979857321,0.4532102391942929,0.30214015946286193,0.1888375996642887,5.85396558959295,1.3973982375157363,1.3596307175828788,4.985312631137222,4.267729752412925
