Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,xG,npxG,xAG,Sh,SoT,SoT%,G/Sh,G/SoT,G-xG,Cmp%,KP,PrgP,PrgC,Tkl,TklW,Int,Clr,Touches,Carries,Succ%,Recov
Álvaro djaló,es ESP,FW,Athletic Club,es La Liga,24,17,7,659,7.3,1,0,1,0.8,0.8,0.9,15,3,20.0,0.07,0.33,0.2,66.4,4,13,22,8,5,1,4,230,151,38.9,28
Djené,tg TOG,"DF,MF",Getafe,es La Liga,32,31,31,2548,28.3,0,0,0,0.3,0.3,0.6,6,0,0.0,0.0,,-0.3,75.6,9,74,18,25,13,21,107,1164,514,41.2,102
Nasser Djiga,bf BFA,DF,Wolves,eng Premier League,21,5,1,66,0.7,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,83.3,0,3,0,0,0,2,4,58,32,,2
Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,31,34,32,2640,29.3,1,2,3,2.7,2.7,1.3,20,4,20.0,0.05,0.25,-1.7,87.7,11,109,32,53,33,40,141,2023,1097,25.0,102
Ritsu Doan,jp JPN,"FW,MF",Freiburg,de Bundesliga,26,34,33,2862,31.8,10,7,17,6.6,6.6,3.7,61,21,34.4,0.16,0.48,3.4,71.8,27,130,64,66,42,14,47,1537,827,44.1,133
Dodô,br BRA,DF,Fiorentina,it Serie A,25,34,34,3025,33.6,0,4,4,1.4,1.4,4.2,25,5,20.0,0.0,0.0,-1.4,77.6,36,128,143,44,29,34,58,2083,1278,46.0,183
Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,26,34,34,3060,34.0,1,1,2,2.6,2.6,1.4,32,4,12.5,0.03,0.25,-1.6,78.3,13,96,13,37,24,44,169,1654,883,60.0,97
Matt Doherty,ie IRL,DF,Wolves,eng Premier League,32,30,25,2109,23.4,2,1,3,1.0,1.0,1.5,10,3,30.0,0.2,0.67,1.0,82.8,12,79,29,38,21,22,102,1534,825,52.4,106
Jeremy Doku,be BEL,"FW,MF",Manchester City,eng Premier League,22,29,16,1516,16.8,3,6,9,1.3,1.3,4.8,29,9,31.0,0.1,0.33,1.7,79.1,32,69,213,31,22,4,2,1027,796,53.2,63
Marc Domenech,es ESP,"FW,MF",Mallorca,es La Liga,18,10,3,303,3.4,0,0,0,0.7,0.7,0.2,8,2,25.0,0.0,0.0,-0.7,69.4,5,4,1,4,4,0,2,84,42,50.0,8
Benjamín Domínguez,ar ARG,FW,Bologna,it Serie A,20,24,16,1281,14.2,3,2,5,2.2,2.2,0.8,30,17,56.7,0.1,0.18,0.8,78.2,10,32,50,18,7,4,7,555,396,37.8,62
Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,23,19,13,1181,13.1,0,0,0,0.2,0.2,0.1,3,1,33.3,0.0,0.0,-0.2,88.5,2,66,15,23,11,13,80,1116,683,66.7,45
Israel Domínguez,es ESP,FW,Sevilla,es La Liga,21,1,0,18,0.2,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,100.0,0,0,0,0,0,0,0,2,1,,0
Nicolás Domínguez,ar ARG,"MF,FW",Nott'ham Forest,eng Premier League,26,34,23,1963,21.8,0,1,1,1.5,1.5,1.3,21,9,42.9,0.0,0.0,-1.5,86.7,13,83,16,86,45,29,54,1218,471,33.3,114
Sergi Dominguez,es ESP,DF,Barcelona,es La Liga,19,3,2,172,1.9,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,95.0,0,13,0,1,1,3,7,191,127,,8
Patrick Dorgu,dk DEN,DF,Manchester Utd,eng Premier League,19,12,10,842,9.4,0,0,0,0.4,0.4,0.7,10,2,20.0,0.0,0.0,-0.4,81.0,12,34,41,31,24,4,23,602,354,23.1,37
Patrick Dorgu,dk DEN,"DF,FW",Lecce,it Serie A,19,21,21,1840,20.4,3,1,4,3.3,3.3,1.5,36,10,27.8,0.08,0.3,-0.3,77.5,19,54,68,45,27,18,42,1011,557,29.5,99
Alfie Dorrington,eng ENG,DF,Tottenham,eng Premier League,19,1,0,14,0.2,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,93.8,0,0,0,0,0,0,0,16,12,,3
Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,26,1,0,32,0.4,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,84.6,0,1,1,0,0,0,0,29,15,0.0,2
Niklas Dorsch,de GER,MF,Heidenheim,de Bundesliga,26,22,19,1335,14.8,2,2,4,1.0,1.0,1.1,9,3,33.3,0.22,0.67,1.0,83.4,13,57,13,27,16,17,17,798,459,50.0,74
Alberto Dossena,it ITA,DF,Como,it Serie A,25,23,20,1825,20.3,0,2,2,0.8,0.8,0.7,12,3,25.0,0.0,0.0,-0.8,87.6,5,36,4,33,20,22,89,1220,693,66.7,68
Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,31,33,31,2564,28.5,3,2,5,4.1,4.1,2.4,31,9,29.0,0.1,0.33,-1.1,80.3,28,82,42,48,28,10,20,1161,604,53.3,150
Cheick Doucouré,ml MLI,MF,Crystal Palace,eng Premier League,24,13,4,452,5.0,0,0,0,0.4,0.4,0.0,7,0,0.0,0.0,,-0.4,85.3,1,19,2,16,8,11,10,263,133,40.0,31
Sékou Doucoure,fr FRA,DF,Nantes,fr Ligue 1,19,2,0,12,0.1,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,80.0,0,0,0,0,0,0,3,8,5,,0
Désiré Doué,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,19,31,18,1730,19.2,6,6,12,5.1,5.1,7.8,55,20,36.4,0.11,0.3,0.9,82.3,55,139,97,48,30,13,7,1461,899,44.2,93
Guela Doué,ci CIV,DF,Strasbourg,fr Ligue 1,21,32,30,2717,30.2,1,2,3,0.8,0.8,0.7,18,6,33.3,0.06,0.17,0.2,83.4,11,173,51,65,45,34,154,2421,1184,65.9,162
Douglas,br BRA,MF,Nantes,fr Ligue 1,27,28,28,2307,25.6,4,2,6,3.4,3.4,1.5,36,14,38.9,0.11,0.29,0.6,86.5,15,125,14,69,42,32,47,1478,715,60.0,111
Ismaël Doukouré,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,21,31,31,2639,29.3,1,1,2,0.6,0.6,1.1,3,1,33.3,0.33,1.0,0.4,88.7,11,116,20,40,22,25,102,1944,1149,76.5,103
Issa Doumbia,it ITA,MF,Venezia,it Serie A,20,24,10,939,10.4,0,0,0,1.0,1.0,0.1,16,5,31.3,0.0,0.0,-1.0,74.9,3,22,12,14,8,9,14,401,219,68.8,45
Kamory Doumbia,ml MLI,"MF,FW",Brest,fr Ligue 1,21,30,13,1322,14.7,3,2,5,2.7,2.7,1.2,22,10,45.5,0.14,0.3,0.3,80.5,26,72,17,41,29,28,13,895,467,54.3,87
Amidou Doumbouya,fr FRA,DF,Nice,fr Ligue 1,16,2,0,46,0.5,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,76.0,0,1,1,1,1,1,1,31,17,100.0,6
Anastasios Douvikas,gr GRE,FW,Como,it Serie A,24,13,6,580,6.4,2,2,4,2.5,2.5,1.1,14,5,35.7,0.14,0.4,-0.5,76.4,9,6,8,3,2,1,3,182,113,55.6,11
Anastasios Douvikas,gr GRE,FW,Celta Vigo,es La Liga,24,20,6,700,7.8,3,1,4,4.4,4.4,0.2,17,9,52.9,0.18,0.33,-1.4,71.0,3,6,6,9,4,3,6,192,120,30.8,15
Artem Dovbyk,ua UKR,FW,Roma,it Serie A,27,32,27,2418,26.9,12,2,14,11.9,10.3,2.4,61,25,41.0,0.16,0.4,0.1,74.1,25,16,24,4,2,2,12,654,355,38.9,26
Flynn Downes,eng ENG,MF,Southampton,eng Premier League,25,27,25,2151,23.9,1,0,1,0.6,0.6,1.1,10,3,30.0,0.1,0.33,0.4,90.4,15,66,29,49,25,32,51,1339,641,40.0,83
Tommy Doyle,eng ENG,MF,Wolves,eng Premier League,22,24,3,488,5.4,0,1,1,0.6,0.6,0.5,9,2,22.2,0.0,0.0,-0.6,81.9,7,40,6,11,6,5,11,463,260,55.6,43
Radu Drăgușin,ro ROU,DF,Tottenham,eng Premier League,22,16,14,1252,13.9,0,0,0,0.1,0.1,0.4,5,1,20.0,0.0,0.0,-0.1,85.2,4,37,7,10,6,15,49,961,623,0.0,48
Tim Drexler,de GER,DF,Hoffenheim,de Bundesliga,19,8,5,357,4.0,0,0,0,0.1,0.1,0.0,2,2,100.0,0.0,0.0,-0.1,85.0,1,16,2,17,7,1,9,223,128,,10
Domingos Duarte,pt POR,DF,Getafe,es La Liga,29,22,21,1859,20.7,1,0,1,0.2,0.2,0.1,3,1,33.3,0.33,1.0,0.8,78.5,2,47,3,28,15,18,152,878,373,,63
Marvin Ducksch,de GER,FW,Werder Bremen,de Bundesliga,30,32,30,2418,26.9,8,8,16,10.1,8.5,8.5,70,27,38.6,0.1,0.26,-2.1,61.7,61,86,26,10,7,8,26,1105,538,36.8,65
Ondrej Duda,sk SVK,MF,Hellas Verona,it Serie A,29,28,27,2395,26.6,1,3,4,1.0,1.0,3.2,25,5,20.0,0.04,0.2,0.0,78.3,32,117,23,46,27,31,30,1467,711,59.5,188
Duk,cv CPV,"MF,FW",Leganés,es La Liga,24,10,1,179,2.0,0,0,0,0.0,0.0,0.7,2,1,50.0,0.0,0.0,0.0,62.3,5,3,10,8,4,1,2,95,64,52.6,11
Denzel Dumfries,nl NED,"DF,FW",Inter,it Serie A,28,28,19,1865,20.7,7,2,9,5.4,5.4,3.2,36,19,52.8,0.19,0.37,1.6,72.6,21,51,55,25,15,6,26,1047,534,28.9,65
Alfred Duncan,gh GHA,MF,Venezia,it Serie A,31,16,12,957,10.6,0,0,0,0.8,0.8,1.1,15,4,26.7,0.0,0.0,-0.8,81.1,11,53,11,17,8,8,8,587,311,59.1,52
Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,32,25,23,2083,23.1,0,0,0,0.8,0.8,0.5,12,3,25.0,0.0,0.0,-0.8,91.0,6,142,20,17,10,13,79,2127,1341,0.0,104
Jáder Durán,co COL,FW,Aston Villa,eng Premier League,20,20,4,638,7.1,7,0,7,4.9,4.9,0.2,31,15,48.4,0.23,0.47,2.1,70.6,4,13,7,8,7,0,13,263,133,21.4,19
Pablo Durán,es ESP,"FW,MF",Celta Vigo,es La Liga,23,27,15,1394,15.5,4,4,8,3.6,3.6,2.8,26,9,34.6,0.15,0.44,0.4,71.0,17,30,24,17,9,8,18,584,338,28.6,46
Julien Duranville,be BEL,"FW,MF",Dortmund,de Bundesliga,18,12,2,283,3.1,0,0,0,0.2,0.2,0.3,5,2,40.0,0.0,0.0,-0.2,70.2,1,7,16,3,0,0,3,135,102,40.0,5
Hugo Duro,es ESP,FW,Valencia,es La Liga,24,31,25,2166,24.1,11,2,13,9.4,8.6,1.3,48,16,33.3,0.21,0.63,1.6,69.2,14,28,13,13,8,10,11,634,297,35.0,46
Jean-Kevin Duverne,ht HAI,DF,Nantes,fr Ligue 1,27,9,7,537,6.0,0,0,0,0.3,0.3,0.1,4,0,0.0,0.0,,-0.3,78.3,1,22,6,21,12,8,23,378,161,40.0,20
Paulo Dybala,ar ARG,"FW,MF",Roma,it Serie A,30,24,16,1417,15.7,6,3,9,6.4,4.0,5.0,47,15,31.9,0.06,0.2,-0.4,81.8,40,79,41,17,7,2,2,909,595,25.6,63
Stefan Džodić,rs SRB,"DF,MF",Montpellier,fr Ligue 1,19,7,2,242,2.7,0,0,0,0.1,0.1,0.0,3,0,0.0,0.0,,-0.1,89.8,0,10,2,8,5,5,10,210,127,,10
Adam Dźwigała,pl POL,"DF,MF",St. Pauli,de Bundesliga,28,16,2,373,4.1,0,0,0,0.4,0.4,0.0,6,0,0.0,0.0,,-0.4,81.6,0,14,1,20,10,4,28,280,110,50.0,13
Aron Dønnum,no NOR,"DF,MF",Toulouse,fr Ligue 1,26,32,31,2689,29.9,2,2,4,2.1,2.1,4.6,31,5,16.1,0.06,0.4,-0.1,72.5,45,126,94,56,35,28,37,1542,862,45.2,171
Enzo Ebosse,cm CMR,DF,Udinese,it Serie A,25,2,0,90,1.0,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,87.3,1,5,0,0,0,1,1,61,34,100.0,5
Tyronne Ebuehi,ng NGA,"DF,MF",Empoli,it Serie A,28,4,0,74,0.8,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,71.7,0,4,3,3,2,2,0,59,20,100.0,6
Claudio Echeverri,ar ARG,FW,Manchester City,eng Premier League,18,1,0,6,0.1,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,100.0,0,1,0,1,0,0,0,3,3,,1
Éderson,br BRA,MF,Atalanta,it Serie A,25,37,32,2881,32.0,4,1,5,4.1,4.1,4.3,39,12,30.8,0.1,0.33,-0.1,86.5,37,216,40,52,32,35,36,2308,1490,44.2,186
Noah Edjouma,fr FRA,"MF,FW",Toulouse,fr Ligue 1,18,10,1,171,1.9,2,0,2,1.3,1.3,0.1,5,3,60.0,0.4,0.67,0.7,69.2,1,7,8,2,2,2,2,90,62,28.6,8
George Edmundson,eng ENG,DF,Ipswich Town,eng Premier League,26,1,0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,50.0,0,0,0,0,0,0,0,3,1,,0
Odsonne Édouard,fr FRA,"MF,FW",Crystal Palace,eng Premier League,26,2,1,115,1.3,0,0,0,0.4,0.4,0.0,5,1,20.0,0.0,0.0,-0.4,60.7,1,4,3,1,0,0,1,45,24,0.0,5
Odsonne Édouard,fr FRA,FW,Leicester City,eng Premier League,26,4,0,29,0.3,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,75.0,1,1,0,1,1,0,1,20,11,50.0,1
Samuel Edozie,eng ENG,"DF,FW",Southampton,eng Premier League,21,2,0,65,0.7,0,0,0,0.0,0.0,0.1,0,0,,,,0.0,75.8,1,4,6,3,1,0,0,43,34,50.0,1
Ronnie Edwards,eng ENG,DF,Southampton,eng Premier League,21,1,0,12,0.1,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,100.0,0,0,0,0,0,0,0,6,3,,0
Johannes Eggestein,de GER,FW,St. Pauli,de Bundesliga,26,27,22,1853,20.6,3,4,7,4.7,3.1,2.1,34,10,29.4,0.06,0.2,-1.7,73.9,24,43,25,5,3,0,8,713,384,41.2,58
Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,27,33,33,2845,31.6,2,0,2,2.0,2.0,1.5,36,10,27.8,0.06,0.2,0.0,83.5,19,141,34,57,32,39,54,1757,813,45.8,154
Kingsley Ehizibue,nl NED,DF,Udinese,it Serie A,29,33,30,2498,27.8,0,1,1,1.2,1.2,2.2,14,4,28.6,0.0,0.0,-1.2,76.7,22,55,54,55,35,23,70,1272,576,40.0,110
Chidera Ejuke,ng NGA,FW,Sevilla,es La Liga,26,25,9,966,10.7,2,1,3,1.1,1.1,1.9,20,8,40.0,0.1,0.25,0.9,81.6,21,38,75,19,13,5,8,612,416,55.3,63
Jeff Ekhator,it ITA,"FW,MF",Genoa,it Serie A,17,24,6,769,8.5,1,1,2,1.3,1.3,1.0,10,3,30.0,0.1,0.33,-0.3,66.7,11,14,4,7,4,2,5,254,130,30.8,32
Hugo Ekitike,fr FRA,FW,Eint Frankfurt,de Bundesliga,22,33,31,2563,28.5,15,8,23,21.6,19.3,6.8,114,44,38.6,0.12,0.32,-6.6,75.5,44,53,93,16,12,7,24,1054,633,43.7,87
Jurgen Ekkelenkamp,nl NED,MF,Udinese,it Serie A,24,34,20,1892,21.0,3,2,5,2.8,2.8,1.3,27,9,33.3,0.11,0.33,0.2,79.7,15,72,34,36,25,12,26,868,457,33.3,82
Jacques Ekomie,ga GAB,"DF,FW",Angers,fr Ligue 1,20,18,7,697,7.7,0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,,0.0,70.4,0,20,13,22,14,4,14,358,135,19.0,33
Emmanuel Ekong,se SWE,"MF,FW",Empoli,it Serie A,22,15,0,186,2.1,0,0,0,0.1,0.1,0.1,4,1,25.0,0.0,0.0,-0.1,68.2,2,5,8,4,3,1,1,84,50,35.0,10
Caleb Ekuban,gh GHA,FW,Genoa,it Serie A,30,18,3,555,6.2,1,3,4,2.8,2.8,0.8,18,6,33.3,0.06,0.17,-1.8,67.3,8,8,7,3,3,1,6,174,97,30.0,20
Pierre Ekwah Elimby,fr FRA,MF,Saint-Étienne,fr Ligue 1,22,29,29,2575,28.6,1,0,1,0.7,0.7,1.0,25,6,24.0,0.04,0.17,0.3,88.2,16,146,20,54,33,47,72,1885,907,56.3,154
Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,eng Premier League,22,38,31,2501,27.8,6,11,17,4.5,4.5,5.7,44,24,54.5,0.14,0.25,1.5,65.3,50,63,102,19,14,6,25,1115,600,30.1,89
Meschak Elia,cd COD,FW,Nantes,fr Ligue 1,26,8,1,170,1.9,1,0,1,1.1,1.1,0.2,5,1,20.0,0.2,1.0,-0.1,56.5,3,5,9,7,5,0,2,99,61,18.2,14
Mikael Ellertsson,is ISL,"DF,MF",Venezia,it Serie A,22,36,29,2470,27.4,2,2,4,1.1,1.1,1.6,21,4,19.0,0.1,0.5,0.9,71.0,20,36,33,58,26,17,79,938,460,38.1,74
Harvey Elliott,eng ENG,MF,Liverpool,eng Premier League,21,18,2,371,4.1,1,2,3,1.8,1.8,1.1,17,4,23.5,0.06,0.25,-0.8,82.2,10,44,10,5,3,1,3,339,188,44.4,15
Elif Elmas,mk MKD,"FW,MF",Torino,it Serie A,24,13,12,1021,11.3,4,0,4,1.4,1.4,0.4,19,9,47.4,0.21,0.44,2.6,80.4,9,34,42,10,7,6,5,444,303,34.2,33
Elif Elmas,mk MKD,MF,RB Leipzig,de Bundesliga,24,2,0,44,0.5,0,0,0,0.3,0.3,0.0,2,0,0.0,0.0,,-0.3,81.3,0,2,0,3,1,0,2,28,13,100.0,3
Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,30,22,16,1457,16.2,0,0,0,0.4,0.4,0.2,4,0,0.0,0.0,,-0.4,85.4,4,51,17,20,11,11,96,1092,624,37.5,53
Nico Elvedi,ch SUI,DF,Gladbach,de Bundesliga,27,25,25,2135,23.7,1,1,2,2.0,2.0,0.4,12,3,25.0,0.08,0.33,-1.0,92.0,5,55,20,38,23,30,163,1827,953,,89
Adri Embarba,es ESP,"FW,MF",Rayo Vallecano,es La Liga,32,35,18,1607,17.9,1,1,2,2.1,2.1,2.7,37,12,32.4,0.03,0.08,-1.1,63.9,20,45,47,41,20,13,14,847,467,35.7,67
Breel Embolo,ch SUI,"FW,MF",Monaco,fr Ligue 1,27,29,19,1841,20.5,6,4,10,10.8,10.8,5.6,51,18,35.3,0.12,0.33,-4.8,69.2,32,55,22,22,17,3,10,668,397,33.3,58
Emanuel Emegha,nl NED,FW,Strasbourg,fr Ligue 1,21,27,27,2293,25.5,14,3,17,17.0,17.0,2.4,61,35,57.4,0.23,0.4,-3.0,80.3,18,14,37,6,6,1,30,577,341,25.0,60
Emerson,br BRA,DF,Milan,it Serie A,25,17,16,1377,15.3,0,0,0,0.4,0.4,0.7,10,2,20.0,0.0,0.0,-0.4,86.2,15,68,23,45,28,14,56,1102,584,38.9,59
Yunus Emre Konak,tr TUR,"FW,MF",Brentford,eng Premier League,18,10,0,42,0.5,0,0,0,0.2,0.2,0.0,1,0,0.0,0.0,,-0.2,72.2,0,2,1,4,4,0,0,53,17,0.0,2
Julio Enciso,py PAR,"MF,FW",Ipswich Town,eng Premier League,20,13,12,869,9.7,2,3,5,1.7,1.7,1.4,32,11,34.4,0.06,0.18,0.3,69.0,13,28,23,12,9,1,6,406,205,45.5,43
Julio Enciso,py PAR,"MF,FW",Brighton,eng Premier League,20,12,2,294,3.3,0,0,0,1.0,1.0,0.2,20,11,55.0,0.0,0.0,-1.0,66.0,5,14,11,0,0,0,1,202,114,47.6,15
Wataru Endo,jp JPN,"MF,DF",Liverpool,eng Premier League,31,20,1,273,3.0,0,0,0,0.0,0.0,0.1,0,0,,,,0.0,93.8,2,19,1,12,8,6,9,237,110,100.0,14
Endrick,br BRA,FW,Real Madrid,es La Liga,18,22,3,363,4.0,1,0,1,2.5,2.5,0.5,24,6,25.0,0.04,0.17,-1.5,78.7,4,8,12,1,1,4,1,127,83,36.4,7
Yannik Engelhardt,de GER,"MF,DF",Como,it Serie A,23,26,11,1164,12.9,1,1,2,0.6,0.6,1.5,8,2,25.0,0.13,0.5,0.4,88.7,12,54,18,30,12,11,27,836,525,60.0,62
Arne Engels,be BEL,"MF,FW",Augsburg,de Bundesliga,20,1,1,79,0.9,0,0,0,0.4,0.4,0.0,3,1,33.3,0.0,0.0,-0.4,70.4,0,1,1,0,0,0,0,32,17,0.0,0
Christian Eriksen,dk DEN,MF,Manchester Utd,eng Premier League,32,23,11,1061,11.8,1,2,3,1.4,0.6,3.2,14,1,7.1,0.0,0.0,-0.4,78.8,31,55,13,19,9,7,8,850,473,0.0,62
Martin Erlic,hr CRO,DF,Bologna,it Serie A,26,8,5,334,3.7,0,0,0,0.2,0.2,0.0,6,0,0.0,0.0,,-0.2,91.7,0,11,4,2,0,2,9,268,179,0.0,11
Patrick Erras,de GER,DF,Holstein Kiel,de Bundesliga,29,10,10,832,9.2,1,0,1,0.9,0.9,0.1,8,1,12.5,0.13,1.0,0.1,92.0,3,25,3,8,5,9,64,622,282,,24
Alfonso Espino,uy URU,DF,Rayo Vallecano,es La Liga,32,16,9,833,9.3,0,1,1,0.4,0.4,0.6,10,2,20.0,0.0,0.0,-0.4,74.3,5,39,10,41,24,12,32,637,307,35.7,55
Sebastiano Esposito,it ITA,"FW,MF",Empoli,it Serie A,22,33,27,2331,25.9,8,0,8,5.7,4.2,2.1,59,19,32.2,0.12,0.37,2.3,60.2,36,93,31,57,29,12,14,1081,565,43.3,106
Romain Esse,eng ENG,MF,Crystal Palace,eng Premier League,19,7,1,138,1.5,1,1,2,0.3,0.3,0.4,1,1,100.0,1.0,1.0,0.7,76.2,3,7,1,9,6,1,2,73,38,33.3,9
Samuel Essende,cd COD,FW,Augsburg,de Bundesliga,26,30,21,1636,18.2,7,2,9,4.2,4.2,1.3,44,13,29.5,0.16,0.54,2.8,64.8,11,21,33,7,6,0,11,564,347,26.9,42
Dario Essugo,pt POR,MF,Las Palmas,es La Liga,19,27,25,1938,21.5,1,0,1,0.7,0.7,0.4,23,4,17.4,0.04,0.25,0.3,85.4,13,76,18,59,45,42,47,1228,582,66.7,118
Estanis,es ESP,FW,Bologna,it Serie A,20,1,0,9,0.1,0,0,0,0.1,0.1,0.2,2,0,0.0,0.0,,-0.1,87.5,2,0,1,0,0,0,0,13,5,66.7,0
Nahuel Estévez,ar ARG,MF,Parma,it Serie A,28,14,7,657,7.3,0,0,0,0.1,0.1,0.8,5,1,20.0,0.0,0.0,-0.1,75.7,6,30,3,16,6,3,26,379,148,100.0,28
Pervis Estupiñán,ec ECU,DF,Brighton,eng Premier League,26,30,26,2402,26.7,1,1,2,1.2,1.2,2.1,28,9,32.1,0.04,0.11,-0.2,83.1,26,132,59,65,43,37,65,1915,1023,55.9,147
Etienne Eto'o,cm CMR,FW,Rayo Vallecano,es La Liga,21,2,0,40,0.4,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,20.0,0,0,0,0,0,0,1,13,4,0.0,0
Karl Etta,cm CMR,"MF,FW",Villarreal,es La Liga,20,4,0,37,0.4,1,0,1,0.4,0.4,0.0,2,2,100.0,0.5,0.5,0.6,0.0,0,0,0,0,0,0,0,9,5,,0
Evanilson,br BRA,FW,Bournemouth,eng Premier League,24,31,28,2319,25.8,10,1,11,12.5,11.7,1.9,72,31,43.1,0.14,0.32,-2.5,71.3,26,28,29,16,10,1,21,558,333,33.3,67
Jonny Evans,nir NIR,DF,Manchester Utd,eng Premier League,36,7,3,315,3.5,0,0,0,0.1,0.1,0.0,2,1,50.0,0.0,0.0,-0.1,88.5,0,10,3,8,6,5,15,250,143,100.0,16
Edu Expósito,es ESP,MF,Espanyol,es La Liga,27,19,12,1045,11.6,0,2,2,1.0,1.0,3.2,18,6,33.3,0.0,0.0,-1.0,65.6,28,64,23,23,13,15,21,630,340,53.6,63
Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,eng Premier League,26,34,31,2588,28.8,8,8,16,10.5,8.9,6.2,100,27,27.0,0.07,0.26,-2.5,74.2,58,97,69,39,22,11,10,1414,840,48.6,146
Abde Ezzalzouli,ma MAR,"FW,MF",Betis,es La Liga,22,32,23,1984,22.0,2,2,4,8.0,7.2,2.0,61,25,41.0,0.03,0.08,-6.0,71.6,27,68,117,37,25,7,19,1081,706,44.7,102
Giovanni Fabbian,it ITA,MF,Bologna,it Serie A,21,30,9,1023,11.4,3,1,4,2.3,2.3,1.3,21,5,23.8,0.14,0.6,0.7,71.9,9,17,14,10,6,2,4,328,198,12.5,31
Alieu Fadera,gm GAM,"FW,DF",Como,it Serie A,22,28,20,1644,18.3,1,3,4,1.7,1.7,4.0,28,9,32.1,0.04,0.11,-0.7,74.6,23,36,74,64,47,12,10,844,544,38.2,95
Wout Faes,be BEL,DF,Leicester City,eng Premier League,26,34,30,2815,31.3,1,0,1,1.5,1.5,0.1,12,1,8.3,0.08,1.0,-0.5,88.0,4,86,12,42,26,26,185,1906,1107,83.3,90
Nicolò Fagioli,it ITA,MF,Fiorentina,it Serie A,23,15,10,962,10.7,1,2,3,0.5,0.5,3.0,10,4,40.0,0.1,0.25,0.5,84.1,23,50,15,19,10,5,12,713,480,45.5,46
Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,23,17,5,571,6.3,0,0,0,0.6,0.6,0.1,12,1,8.3,0.0,0.0,-0.6,88.5,4,41,19,14,10,2,5,470,311,66.7,33
Romain Faivre,fr FRA,"MF,FW",Brest,fr Ligue 1,26,20,10,899,10.0,3,2,5,2.6,1.8,1.9,18,9,50.0,0.11,0.22,0.4,82.1,10,44,24,13,10,4,3,479,310,40.5,42
Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,32,8,3,260,2.9,0,0,0,0.2,0.2,0.1,1,0,0.0,0.0,,-0.2,68.4,2,3,2,10,9,2,12,136,55,0.0,9
Abdul Fatawu Issahaku,gh GHA,FW,Leicester City,eng Premier League,20,11,6,579,6.4,0,2,2,0.4,0.4,1.6,13,5,38.5,0.0,0.0,-0.4,62.4,6,17,42,21,15,4,12,326,217,42.0,38
Ansu Fati,es ESP,FW,Barcelona,es La Liga,21,6,3,233,2.6,0,0,0,1.0,1.0,0.2,12,5,41.7,0.0,0.0,-1.0,83.2,4,6,7,4,1,1,0,170,107,45.5,7
Khalil Fayad,fr FRA,"MF,FW",Montpellier,fr Ligue 1,20,20,10,1028,11.4,0,0,0,1.3,1.3,0.3,17,3,17.6,0.0,0.0,-1.3,82.9,7,50,25,31,16,10,15,663,340,44.7,74
Jacopo Fazzini,it ITA,MF,Empoli,it Serie A,21,20,16,1383,15.4,4,1,5,3.1,3.1,0.5,27,9,33.3,0.15,0.44,0.9,71.6,12,49,34,32,19,6,24,639,364,47.9,70
Nabil Fekir,fr FRA,MF,Betis,es La Liga,31,2,2,180,2.0,0,1,1,0.7,0.7,0.6,7,1,14.3,0.0,0.0,-0.7,81.7,6,10,9,3,2,0,0,108,72,0.0,3
Mattia Felici,it ITA,"MF,FW",Cagliari,it Serie A,23,20,9,925,10.3,0,3,3,0.6,0.6,1.0,10,6,60.0,0.0,0.0,-0.6,67.9,10,19,39,17,12,7,7,422,259,33.3,51
Luiz Felipe,it ITA,DF,Marseille,fr Ligue 1,27,4,2,122,1.4,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,87.9,0,4,0,4,3,3,5,86,47,50.0,2
